,0
1640,"[array([-5.0986932e+02,  7.2229088e+01,  9.9638596e+00,  1.4782545e+01,
        3.9739373e+00,  1.3112355e+01, -1.3305060e+01,  6.4887619e-01,
       -1.4108846e+01,  7.5418835e+00, -1.4765857e+01,  6.3457398e+00,
       -7.8837137e+00,  1.0249581e+01,  3.4853895e+00,  6.5531058e+00,
       -2.3069263e+00,  6.9568663e+00, -4.2807007e+00,  1.8731067e-01,
        2.5486507e+00,  2.6124170e+00, -2.9733164e+00,  3.6029027e+00,
       -8.9859295e+00, -2.5465107e+00, -2.9330099e+00, -3.8381317e+00,
       -1.7523471e+00,  3.9499444e-01, -5.1173124e+00, -2.9658589e+00,
       -8.4618206e+00,  9.7048372e-01,  9.4353771e+00,  1.7899990e+01,
        2.7103054e+01,  3.4220150e+01,  2.7588745e+01,  1.4475259e+01],
      dtype=float32), 2, 'calm']"
1641,"[array([-4.5322662e+02,  8.4573105e+01, -1.2919482e+01,  1.9649391e+00,
       -3.1322116e-01,  1.0089819e+01, -2.7560930e+01,  5.7237782e+00,
       -2.1116898e+01,  2.4732890e+00, -9.0316629e+00, -1.1618153e+00,
       -7.1461797e-01,  1.0559551e+00, -9.3621939e-01, -7.7790245e-02,
       -3.3453381e+00,  7.4684763e+00, -1.8501823e+00,  3.4509828e+00,
        5.3452215e+00, -8.2637417e-01,  1.6405061e+00,  4.7523980e+00,
        1.6415627e-01,  1.0080337e+01,  2.6243436e+00,  5.2342682e+00,
        2.8043163e+00,  2.9064138e+00,  4.9138184e+00,  5.7311358e+00,
        1.0626204e+01,  1.1051091e+01,  1.4650827e+01,  7.8640680e+00,
        7.2287092e+00,  5.3599529e+00,  5.3239503e+00,  3.5660558e+00],
      dtype=float32), 8, 'surprise']"
1642,"[array([-5.1221613e+02,  8.8361084e+01,  2.1408091e+01,  1.8243252e+01,
        6.2002287e+00,  1.7284254e+01, -9.7603493e+00, -5.5317087e+00,
       -1.2917419e+01,  1.0414537e+01, -1.5530455e+01,  6.5935016e+00,
       -1.1541831e+01,  6.1158776e+00, -2.9114192e+00, -7.3867238e-01,
       -1.9039568e+00,  4.7164545e+00, -2.1770022e+00,  4.4612235e-01,
        6.1853784e-01, -3.0114763e+00, -3.6345642e+00,  2.8589978e+00,
       -4.6882448e+00,  2.9059350e+00,  5.7766449e-01,  5.7145977e+00,
        9.7579932e-01,  5.9803271e+00,  5.7631898e+00,  5.5456510e+00,
        2.6635528e+00,  2.5096071e+00,  3.5321949e+00,  2.8416564e+00,
        9.0355244e+00,  1.0696886e+01,  8.6357107e+00,  9.3129339e+00],
      dtype=float32), 4, 'sad']"
1643,"[array([-4.3749503e+02,  3.0676517e+01, -2.6333842e+00,  8.8681431e+00,
        3.9024999e+00,  7.1010308e+00, -2.2402758e+01,  5.3647523e+00,
       -1.5820454e+01, -3.1168618e+00, -1.4196315e+01,  6.9891191e+00,
       -4.4369783e+00,  7.5993381e+00, -5.7795196e+00,  4.2672224e+00,
       -1.8418697e+00, -1.4678975e+00, -1.5492516e+00, -5.3958759e+00,
        9.0397340e-01,  6.2410326e+00,  3.2577541e+00,  1.4353975e+01,
        1.8411737e+01,  2.1659084e+01,  2.2222231e+01,  1.9273500e+01,
        8.1852474e+00,  7.5525956e+00, -1.7629271e+00,  4.0237617e+00,
        1.0771191e+01,  2.1358152e-01,  5.8303028e-01, -2.3384967e+00,
        2.1669366e+00,  4.1041083e+00,  4.2939920e+00,  1.5917680e+00],
      dtype=float32), 5, 'angry']"
1644,"[array([-4.91890839e+02,  7.28020859e+01,  1.74181595e+01,  2.01278496e+01,
        1.18622150e+01,  1.10292797e+01, -1.39223442e+01,  1.00957966e+01,
       -1.93596497e+01,  2.73737168e+00, -2.10400562e+01,  5.12710476e+00,
       -4.72826910e+00,  4.77770306e-02, -7.93875158e-02,  1.36334872e+00,
       -3.35264087e+00,  1.89979053e+00,  8.33756208e-01, -2.27322745e+00,
       -2.45579243e+00, -1.59902811e+00, -2.42396283e+00, -2.08075285e+00,
       -5.31512499e-01,  2.34322500e+00,  1.62625182e+00,  4.16319370e+00,
       -1.25816202e+00,  4.30624783e-01,  1.40344381e-01,  1.15178454e+00,
        3.32399130e+00,  6.15251350e+00,  9.86548233e+00,  1.34616461e+01,
        1.45525703e+01,  1.17384405e+01,  1.27861614e+01,  7.42170000e+00],
      dtype=float32), 7, 'disgust']"
1645,"[array([-4.6964990e+02,  4.6784153e+01,  1.0483028e+01,  1.7877831e+01,
        5.6704383e+00,  7.1424880e+00, -1.8958954e+01,  4.4683671e+00,
       -1.8207726e+01, -5.9367353e-01, -2.3173046e+01, -9.9761742e-01,
       -1.0260584e+01,  2.4348896e+00, -7.5881276e+00,  1.9789855e-01,
       -1.7122304e+00,  6.5482163e+00,  9.6263558e-01, -7.7268076e-01,
        7.2344198e+00,  1.9331749e+01,  2.0381151e+01,  2.9924187e+01,
        2.0594379e+01,  1.3494614e+01,  6.5836656e-01,  4.1624656e+00,
        7.6591301e-01,  1.0572557e+01,  1.5510818e+00, -1.8019720e+00,
       -4.6374512e+00, -5.5256963e+00,  4.4719634e+00,  2.2756813e+00,
       -5.3022223e+00, -1.6242135e+00, -9.6555144e-01,  3.4344649e+00],
      dtype=float32), 6, 'fearful']"
1646,"[array([-4.5557047e+02,  7.3802155e+01,  1.6810537e+01,  7.1554384e+00,
       -7.8371984e-01,  4.8078918e+00, -1.6784935e+01,  2.1191571e+00,
       -2.4184465e+01, -1.1210575e+00, -2.0421703e+01,  8.8366896e-02,
       -1.0792412e+01, -5.1899105e-01, -8.8368243e-01,  1.6541066e+00,
        2.4180400e+00,  1.2710555e+01, -1.1699109e+00,  1.2019300e+00,
        9.1071509e-02, -2.2886953e+00,  1.6295725e+00,  2.3750391e+00,
       -1.6914452e+00,  6.4371219e+00,  2.3430719e+00,  8.1895590e+00,
        4.9518847e-01,  2.9233594e+00,  1.0587920e+00,  3.8002925e+00,
        6.5845118e+00,  3.3734727e+00,  3.7344205e+00,  5.1862974e+00,
        6.1920476e+00,  9.2606602e+00,  1.0061094e+01,  1.0389683e+01],
      dtype=float32), 3, 'happy']"
1647,"[array([-5.2097412e+02,  6.8202568e+01,  1.5583136e+01,  2.3539856e+01,
        8.8448687e+00,  1.5470085e+01, -1.1865023e+01, -2.4939935e+00,
       -1.8375017e+01,  1.7812123e+00, -2.0250872e+01,  5.8364067e+00,
       -9.0913715e+00,  7.1484246e+00,  6.1974139e+00,  3.9898319e+00,
       -2.8495820e+00,  9.7731657e+00, -5.1510115e+00, -4.5345032e-01,
        6.2169180e+00,  4.8276779e-01, -3.7928362e+00, -2.5559959e-01,
       -7.9307237e+00, -1.3298477e+00, -3.7290928e+00, -3.1841910e+00,
       -3.6881933e+00, -1.8819892e+00, -8.0023413e+00, -4.1695080e+00,
       -4.2254475e-01,  1.0482978e+01,  2.5983040e+01,  3.1130199e+01,
        3.8614193e+01,  2.7705872e+01,  1.2007888e+01,  2.2970273e+00],
      dtype=float32), 2, 'calm']"
1648,"[array([-4.6624649e+02,  5.9426392e+01,  7.2629228e+00,  2.1235489e+01,
        7.9983215e+00,  4.2925167e+00, -1.1185930e+01,  8.1959581e+00,
       -1.8594845e+01, -4.4335494e+00, -1.2206268e+01, -2.6938128e-01,
       -5.2486396e+00, -2.5405261e-01, -2.9823141e+00,  3.6057017e+00,
        7.5640869e-01,  9.1008549e+00,  1.6638668e+00,  2.9477623e+00,
        2.6329834e+00,  5.7970424e+00,  2.6588148e-01,  4.7491450e+00,
        3.3658116e+00,  3.0274529e+00,  2.8965616e+00,  3.3065517e+00,
       -3.4796885e-01,  1.9008840e+00,  4.2944089e-01,  1.2308868e+00,
        8.6413670e+00,  8.3880205e+00,  1.3704061e+01,  1.1364162e+01,
        9.4223881e+00,  8.5973110e+00,  8.3328238e+00,  5.1013536e+00],
      dtype=float32), 8, 'surprise']"
1649,"[array([-5.21622742e+02,  7.67133713e+01,  2.77107639e+01,  2.47723789e+01,
        1.98965416e+01,  1.73364048e+01, -1.16216431e+01, -6.14868402e+00,
       -1.41826935e+01,  2.82926822e+00, -1.61463509e+01,  6.23812914e+00,
       -8.07251930e+00,  6.48352051e+00,  1.06999207e+00, -4.34947109e+00,
        3.25346398e+00,  4.03744221e+00, -1.08488095e+00, -9.07038975e+00,
        3.29022479e+00, -3.89230514e+00, -1.31957948e+00, -1.13004851e+00,
       -6.11375761e+00,  1.07438803e-01,  1.92154038e+00,  4.64682436e+00,
        6.71640539e+00,  1.44054155e+01,  1.02282324e+01,  1.04890928e+01,
        6.95351899e-01,  1.36007392e+00,  3.05071998e+00,  5.67059708e+00,
        1.22305994e+01,  1.30909443e+01,  1.21587305e+01,  8.60236645e+00],
      dtype=float32), 4, 'sad']"
1650,"[array([-4.00936432e+02,  6.45644226e+01, -2.01224041e+01, -6.41083241e+00,
       -8.73563290e+00,  1.00924854e+01, -2.55765324e+01,  3.26925802e+00,
       -1.81410160e+01,  3.67685771e+00, -1.05394526e+01,  6.87223244e+00,
       -1.14906225e+01,  4.65216160e+00, -5.64847279e+00,  1.48760223e+00,
       -3.28549433e+00, -1.41925013e+00, -5.09612989e+00, -1.28599758e+01,
        3.95414114e-01,  3.66493821e+00,  7.89805800e-02,  1.82144566e+01,
        2.36911125e+01,  2.62902813e+01,  2.42816181e+01,  1.57100868e+01,
       -1.05908787e+00,  1.48461843e+00,  2.67283130e+00,  8.96380520e+00,
        1.03205194e+01, -2.98493147e+00,  2.64758301e+00, -1.02867103e+00,
        6.12069178e+00,  6.87761688e+00, -2.93379474e+00, -2.80711269e+00],
      dtype=float32), 5, 'angry']"
1651,"[array([-4.61828461e+02,  9.43722687e+01,  1.38491697e+01,  3.68779635e+00,
        3.08658266e+00,  1.56884308e+01, -1.30917149e+01,  8.64391899e+00,
       -1.95746155e+01, -3.61075431e-01, -5.65660238e+00, -3.48457742e+00,
       -4.61629438e+00, -1.59097922e+00, -7.52226305e+00,  1.46453476e+00,
       -6.89689350e+00,  7.06143284e+00, -3.35505295e+00, -1.07176650e+00,
        2.51567721e+00, -5.85173130e+00, -3.16612887e+00, -1.71703362e+00,
       -5.36007214e+00,  3.51932049e+00, -4.31103945e+00,  1.30095494e+00,
       -2.68977165e+00,  1.93680310e+00,  3.54086637e+00,  2.37182212e+00,
        3.80560732e+00,  3.51672173e+00,  5.53254414e+00,  6.17002869e+00,
        9.33624458e+00,  1.05313549e+01,  1.25936575e+01,  1.23957014e+01],
      dtype=float32), 7, 'disgust']"
1652,"[array([-460.50058   ,   69.60783   ,    3.357291  ,   -6.333767  ,
         -5.889392  ,   13.317131  ,  -20.06216   ,    3.4107726 ,
        -23.759295  ,    1.3587848 ,  -16.54592   ,   -4.976477  ,
        -10.508405  ,    5.895594  ,   -7.682946  ,    4.2593427 ,
         -5.6859274 ,    6.9159017 ,    1.3613017 ,    3.98604   ,
          7.2095428 ,   22.622889  ,   13.666779  ,   26.336096  ,
         19.155766  ,   11.951667  ,    5.271861  ,    6.9595604 ,
          2.3078144 ,    6.1741953 ,   -0.97979546,   -3.5034347 ,
         -0.8895827 ,   -1.8911097 ,    3.876721  ,    2.203983  ,
         -3.725455  ,   -1.0373375 ,    1.6516787 ,    1.2570632 ],
      dtype=float32), 6, 'fearful']"
1653,"[array([-4.5237415e+02,  9.7167877e+01,  1.0366394e+01,  3.4582129e+00,
       -4.7476768e+00,  8.7652407e+00, -1.6185204e+01,  8.6768711e-01,
       -2.1121870e+01,  2.4362807e+00, -1.8206987e+01, -7.1821160e+00,
       -5.4784298e+00, -1.9598329e+00, -3.4891005e+00,  5.5902171e+00,
       -1.3954804e+00,  1.4287075e+01, -1.2500482e+00,  2.6220150e+00,
        4.3338108e+00,  5.2405329e+00,  2.1396344e+00,  3.6576838e+00,
       -2.6636417e+00,  5.5411468e+00,  2.2168429e+00,  5.1975288e+00,
        1.8029520e-01,  1.9043058e+00,  3.6644425e+00,  4.0987568e+00,
        4.7635522e+00,  2.2342269e+00,  2.4650307e+00,  4.4606161e+00,
        3.6548104e+00,  3.0717409e+00,  5.1601043e+00,  8.3964500e+00],
      dtype=float32), 3, 'happy']"
1654,"[array([-5.2278571e+02,  8.8088135e+01,  1.2632796e+01,  1.4258732e+01,
        3.2067270e+00,  1.4995531e+01, -9.6387024e+00,  3.6750073e+00,
       -1.7713217e+01,  2.0432754e+00, -1.1039160e+01,  4.4186378e+00,
       -7.8063774e+00,  2.9287391e+00, -1.0395342e+00,  7.3587384e+00,
       -4.1536374e+00,  8.2100782e+00, -9.1168219e-01, -2.0427115e+00,
        1.8483537e-01,  2.8201888e+00, -3.3900108e+00,  1.3078629e+00,
       -9.6029758e+00, -5.4031010e+00, -2.8925085e+00, -9.0419048e-01,
       -2.5632083e+00, -1.3776125e+00, -4.8167052e+00, -4.1455035e+00,
       -5.5171323e+00, -4.0955001e-01,  1.3198356e+01,  2.0554243e+01,
        3.3920795e+01,  3.5494205e+01,  2.6984957e+01,  1.4355350e+01],
      dtype=float32), 2, 'calm']"
1655,"[array([-4.7624289e+02,  9.9055519e+01, -5.7083473e+00, -1.7679273e+00,
       -2.9465344e+00,  1.0905605e+01, -2.0072775e+01,  3.3778582e+00,
       -2.2283546e+01, -1.4843326e+00, -3.4515672e+00, -4.6595168e+00,
       -1.1724781e+00,  3.0262548e-01, -8.2582922e+00,  2.5353217e+00,
       -2.1637020e+00,  9.4822092e+00,  6.0873861e+00,  2.3485072e+00,
        9.1266947e+00,  1.1281248e+00, -3.7776798e-01,  2.8662634e+00,
       -6.8380100e-01,  6.4660983e+00,  4.1547122e+00,  6.0629692e+00,
        2.9906604e+00,  1.9803597e+00,  1.2739202e+00,  5.2033627e-01,
        6.6214447e+00,  6.4907041e+00,  1.4081191e+01,  1.2817759e+01,
        1.2028411e+01,  7.8917413e+00,  6.4176283e+00,  3.5181916e+00],
      dtype=float32), 8, 'surprise']"
1656,"[array([-5.2145758e+02,  1.0088663e+02,  2.2842299e+01,  1.5752905e+01,
        9.7860336e+00,  1.9940229e+01, -8.7371264e+00, -2.5335453e+00,
       -1.7061687e+01,  6.4816332e+00, -1.3782392e+01,  5.4703932e+00,
       -1.0520024e+01,  4.3525591e+00, -5.5328178e+00, -9.4551742e-01,
       -5.2551141e+00,  3.7170575e+00, -1.6691841e-01, -3.4415705e+00,
        3.6059318e+00, -5.1109362e+00, -2.6937430e+00,  1.4935727e+00,
       -7.1053762e+00, -6.6543204e-01, -3.1683083e+00,  1.9661459e+00,
       -2.5152562e+00, -1.0995175e+00,  2.5262225e+00,  7.7697701e+00,
        5.5388784e+00,  9.9388618e+00,  1.0089535e+01,  3.3975029e+00,
        6.9927077e+00,  8.2306147e+00,  1.0780018e+01,  1.4849696e+01],
      dtype=float32), 4, 'sad']"
1657,"[array([-3.9750302e+02,  4.5827744e+01, -1.4128927e+01,  8.4052172e+00,
       -1.0167124e+01,  8.0508728e+00, -3.0983824e+01, -7.2463436e+00,
       -1.4846124e+01, -3.4363270e-01, -7.5908685e-01,  4.1254635e+00,
       -1.9092516e+00,  5.2222099e+00, -2.4723358e+00,  2.0130966e+00,
       -5.1986690e+00, -9.1599321e-01, -6.6858907e+00, -9.2135038e+00,
       -7.2793341e+00, -2.1029665e+00, -1.3073882e+00,  1.8849997e+01,
        2.2098368e+01,  3.1945229e+01,  2.7526445e+01,  1.7336653e+01,
        5.3234305e+00,  7.6692837e-01,  9.0375799e-01,  4.6116099e+00,
        1.0169359e+01,  5.6175297e-01,  2.6569388e+00,  9.7053325e-01,
        5.9273562e+00,  7.0211000e+00,  1.9773631e-01, -4.2875490e+00],
      dtype=float32), 5, 'angry']"
1658,"[array([-4.6784171e+02,  6.8259384e+01,  6.5038743e+00,  1.2548183e+01,
        8.6352625e+00,  7.5836349e+00, -1.5901553e+01,  4.5625820e+00,
       -2.0077581e+01,  4.8619099e+00, -1.5338238e+01,  4.6926618e+00,
        1.4916993e+00,  5.6098847e+00, -5.6058168e-01,  1.5347404e+00,
       -4.1719999e+00,  4.3678608e+00, -4.0859942e+00, -1.0681409e+00,
       -3.5531557e-01, -2.5204940e+00, -2.1091125e+00, -8.8964224e-02,
       -9.5027238e-01,  4.5314417e+00,  4.5235774e-01,  4.2389913e+00,
        2.5186646e+00,  4.4774394e+00,  6.1273389e+00,  7.4290810e+00,
        8.3947525e+00,  9.2606735e+00,  7.2792563e+00,  7.1809883e+00,
        8.4119387e+00,  6.4352088e+00,  7.6621227e+00,  4.4626060e+00],
      dtype=float32), 7, 'disgust']"
1659,"[array([-4.4619537e+02,  5.5344864e+01,  4.2769580e+00,  8.4307489e+00,
       -3.3451641e-01,  1.1865767e+01, -1.8622126e+01,  5.0145664e+00,
       -1.7486591e+01,  4.5373554e+00, -1.9177717e+01,  1.0087590e+00,
       -6.4636631e+00,  8.5104256e+00, -8.2483969e+00,  4.5527439e+00,
       -4.1290436e+00,  3.3642547e+00,  3.5182176e+00,  3.1832547e+00,
        1.3199497e+01,  2.9224932e+01,  2.2269224e+01,  2.4879131e+01,
        1.2530082e+01,  2.1224730e+00, -3.7755926e+00,  4.0299506e+00,
        1.8929349e+00,  7.0426521e+00, -1.4375992e+00, -4.9295983e+00,
       -1.6883242e+00,  2.1120326e-01,  2.9068623e+00, -2.0377150e+00,
       -4.8314195e+00,  8.4292185e-01,  1.7831506e+00,  1.6799091e+00],
      dtype=float32), 6, 'fearful']"
1660,"[array([-4.7922006e+02,  8.2616127e+01,  1.9487192e+01,  4.6913009e+00,
       -4.3797261e-01,  1.1773227e+01, -1.6213367e+01,  7.0551205e+00,
       -1.6502897e+01,  1.8718555e+00, -1.6413921e+01, -1.0435520e+00,
       -5.6347857e+00,  5.5413383e-01, -1.4834895e+00,  5.3172603e+00,
        5.7645345e-01,  1.0874033e+01, -7.3744285e-01,  7.0452982e-01,
        2.1224718e+00, -2.5512087e-01, -3.8392201e-02,  2.6056975e-02,
       -4.2306490e+00,  4.1050911e+00,  2.5895481e+00,  9.1809492e+00,
        3.9428084e+00,  7.7077093e+00,  3.5118759e+00,  3.1046627e+00,
        3.8043730e+00,  4.2797852e+00,  4.2673626e+00,  6.7342873e+00,
        6.8019581e+00,  5.8185349e+00,  7.5669036e+00,  9.4849377e+00],
      dtype=float32), 3, 'happy']"
1661,"[array([-5.42627319e+02,  8.17626648e+01,  1.10370712e+01,  1.95068493e+01,
        8.90571976e+00,  1.72773228e+01, -1.02204742e+01, -2.58736658e+00,
       -1.77847633e+01,  6.54997587e+00, -1.47910013e+01,  4.13108730e+00,
       -6.47005177e+00,  8.03571510e+00,  6.36289883e+00,  9.10838842e-01,
       -4.31642437e+00,  1.02431459e+01, -1.60829973e+00, -2.16778207e+00,
        3.80714059e+00,  2.51961827e+00, -4.69327402e+00,  4.75364596e-01,
       -5.76426506e+00, -2.82971168e+00, -8.22622681e+00,  1.22761436e-01,
        1.32105008e-01, -1.62517905e+00, -7.93283844e+00, -2.53906560e+00,
       -6.88474703e+00, -1.33294606e+00,  1.18855333e+01,  2.08939133e+01,
        3.37729111e+01,  3.48584442e+01,  2.49296436e+01,  1.55314178e+01],
      dtype=float32), 2, 'calm']"
1662,"[array([-4.3746631e+02,  6.6311073e+01,  4.0160723e+00,  4.6764779e+00,
        8.8078851e-01,  5.2378144e+00, -1.3969066e+01,  6.8238783e+00,
       -1.3256900e+01,  3.7006364e+00, -1.2438751e+01,  2.3330390e-01,
       -2.4831376e+00,  2.7308149e+00, -2.8430817e+00,  4.8773403e+00,
        1.9561246e-01,  1.0425355e+01,  2.4570458e+00,  1.6517900e+00,
        3.5082881e+00,  1.8226407e+00,  1.7342030e+00,  4.0204215e+00,
        2.3556011e+00,  2.6999526e+00,  9.6716589e-01,  5.6218624e+00,
       -1.8335164e-01,  2.3449867e+00,  9.2766136e-02,  9.1712765e-02,
        4.0850868e+00,  4.6515174e+00,  8.8137703e+00,  1.1456985e+01,
        1.1994424e+01,  9.9922962e+00,  9.1440420e+00,  4.6846719e+00],
      dtype=float32), 8, 'surprise']"
1663,"[array([-5.6102411e+02,  7.1814491e+01,  2.2281084e+01,  2.5480301e+01,
        1.5418504e+01,  1.9030296e+01, -1.2336093e+01, -3.1887517e+00,
       -1.4359899e+01,  9.2720928e+00, -1.3663624e+01,  8.0303574e+00,
       -5.2957325e+00,  1.0427474e+01,  2.5188463e+00, -3.5491395e+00,
        2.9577065e+00,  3.7377186e+00,  3.3136837e+00, -4.2997046e+00,
        5.4811921e+00,  3.4028089e-01, -4.0611563e+00, -2.3828533e-01,
       -4.6847196e+00, -9.8753148e-01, -4.3872528e+00, -6.0682940e-01,
        1.9642926e+00,  6.1186161e+00,  6.4077320e+00,  1.2261120e+01,
        7.0119219e+00,  3.8811674e+00,  6.2459178e+00,  5.8700485e+00,
        9.9826021e+00,  1.4036642e+01,  1.5277758e+01,  1.1649750e+01],
      dtype=float32), 4, 'sad']"
1664,"[array([-4.6738480e+02,  4.6064430e+01, -4.9167004e+00,  1.2422231e+01,
       -3.9490585e+00,  1.0403429e+01, -2.3726416e+01,  5.6391902e+00,
       -1.4360802e+01,  2.0025804e+00, -1.1869761e+01,  1.3350569e+01,
       -1.1852697e-01,  8.7548637e+00,  5.1714373e-01,  1.7919247e+00,
       -5.3281808e+00, -2.6775837e+00, -3.1075947e+00, -3.7469761e+00,
        2.6254544e+00,  4.1480408e+00, -2.0638318e+00,  6.7694921e+00,
        8.9954348e+00,  1.3170693e+01,  1.5620551e+01,  2.0586142e+01,
        1.7833151e+01,  1.3627005e+01,  1.1167031e+01,  8.8537569e+00,
        7.6178970e+00,  5.9063177e+00,  2.6562459e+00, -3.0933356e+00,
        1.2849176e+00,  7.7812800e+00,  1.8902485e+00,  1.7604312e+00],
      dtype=float32), 5, 'angry']"
1665,"[array([-4.50347107e+02,  6.59631195e+01,  1.23251162e+01,  1.89568138e+01,
        1.05423994e+01,  5.83811426e+00, -1.58079948e+01,  6.95082712e+00,
       -1.58304825e+01,  5.13691378e+00, -1.20211411e+01,  3.88686490e+00,
       -2.63191986e+00,  4.61393452e+00, -2.16111898e-01,  2.37070537e+00,
       -3.31357932e+00,  5.29101419e+00, -3.84127426e+00, -2.04094863e+00,
       -4.49958444e-01,  4.34206091e-02, -3.92067051e+00,  1.20036507e+00,
       -2.21776056e+00,  2.35752511e+00,  9.05166626e-01,  3.26379728e+00,
        1.22122690e-01,  2.69775009e+00,  2.59348822e+00,  2.57702827e+00,
        1.32864332e+00,  1.97457480e+00,  2.79260421e+00,  2.61378288e+00,
        4.08475447e+00,  2.47232866e+00,  6.45961761e+00,  6.36710835e+00],
      dtype=float32), 7, 'disgust']"
1666,"[array([-4.54241180e+02,  4.37226868e+01,  2.65129137e+00,  1.31500711e+01,
        1.75302911e+00,  8.95497990e+00, -1.52292185e+01,  5.90401459e+00,
       -1.70798302e+01,  8.25480938e+00, -2.07609997e+01,  6.62343860e-01,
       -4.39355803e+00,  7.16660976e+00, -5.50895929e+00,  3.27804089e+00,
       -4.37085295e+00,  6.26801682e+00,  2.71522450e+00, -2.85320187e+00,
        4.00115395e+00,  1.54540424e+01,  1.45695410e+01,  1.91761360e+01,
        2.11443157e+01,  1.67390099e+01,  7.11550140e+00,  6.27313995e+00,
        3.66849065e+00,  4.40817547e+00,  1.44772863e+00, -1.08626485e+00,
        1.12888682e+00, -1.74546504e+00,  2.10668302e+00,  1.30136621e+00,
       -1.48617971e+00, -2.92305261e-01,  4.78109531e-02,  1.05070817e+00],
      dtype=float32), 6, 'fearful']"
1667,"[array([-4.4822418e+02,  6.7778473e+01,  8.5114021e+00,  1.5669413e+01,
       -4.7943773e+00,  3.7217526e+00, -1.7644407e+01,  6.2957668e+00,
       -1.9055063e+01,  1.7226433e+00, -1.7470871e+01, -3.1090493e+00,
       -3.2818797e+00,  2.6365294e+00,  1.3050196e+00,  4.9974184e+00,
       -4.3354660e-01,  1.3348586e+01, -2.4582829e+00,  1.8779070e+00,
       -7.3242742e-01,  1.9816366e+00, -1.9755248e+00,  1.0286305e+00,
        3.3990443e-01,  4.8626866e+00,  4.3051667e+00,  8.2312164e+00,
        1.5919932e+00,  5.4255328e+00,  3.1540003e+00,  4.1947179e+00,
        5.5047359e+00,  2.2778311e+00,  4.0841675e+00,  3.5830503e+00,
        6.8288493e+00,  8.4644060e+00,  7.9797583e+00,  8.7126703e+00],
      dtype=float32), 3, 'happy']"
1668,"[array([-5.2069257e+02,  6.8561340e+01,  7.1770163e+00,  2.4550182e+01,
        9.7978582e+00,  1.2266131e+01, -1.1590381e+01,  4.8901057e-01,
       -1.8427160e+01,  3.3356338e+00, -1.5929644e+01,  5.2816696e+00,
       -3.9257405e+00,  8.2240276e+00,  2.4772408e+00,  6.1940393e+00,
       -1.7445998e+00,  1.0415183e+01, -3.4770851e+00, -1.3820900e+00,
        4.1413374e+00, -4.0618703e-01, -4.2897582e+00,  3.2526832e+00,
       -7.3806076e+00, -3.1931787e+00, -2.4522831e+00, -1.1783859e-01,
       -2.0038133e+00, -1.6876090e-01, -5.0691214e+00, -1.3367389e+00,
       -3.4242096e+00,  4.6005025e+00,  1.6161261e+01,  2.4082878e+01,
        3.1248106e+01,  2.7529310e+01,  1.5189657e+01,  4.9954886e+00],
      dtype=float32), 2, 'calm']"
1669,"[array([-4.2804184e+02,  7.1566360e+01,  1.9120094e+00,  1.3857133e+01,
        5.3260822e+00, -4.7821006e-01, -2.0660797e+01,  8.1996660e+00,
       -2.1319429e+01,  9.3920393e+00, -2.2286650e+01,  1.5252924e+00,
       -4.9697318e+00,  3.3737228e+00, -3.9465785e+00,  2.2094750e+00,
       -4.1746278e+00,  1.1643654e+01, -8.4801924e-01,  1.5670500e+00,
        1.2105148e+00,  2.4871371e+00, -2.1334820e+00,  5.3542280e+00,
       -1.2353129e+00,  2.7367086e+00, -3.5439720e+00,  4.9543948e+00,
       -3.9096472e-01,  2.4406002e+00, -1.0165585e+00, -5.4061699e-01,
        4.9707890e-01,  6.3761764e+00,  8.7329779e+00,  1.2979091e+01,
        1.3742286e+01,  1.4390098e+01,  1.0912168e+01,  6.4047685e+00],
      dtype=float32), 8, 'surprise']"
1670,"[array([-533.9337   ,   70.90676  ,   12.122108 ,   30.843634 ,
         10.933098 ,   13.687674 ,  -18.053318 ,   -8.877623 ,
        -17.225603 ,    8.823209 ,  -14.077552 ,    4.3728557,
         -3.2576404,   10.290616 ,   -4.8861074,    0.8288081,
          0.8955107,    8.283714 ,    0.9241541,   -8.772698 ,
          7.834061 ,   -2.5579169,   -4.1593885,   -3.2463052,
         -4.6874056,    1.9847214,   -3.2145875,   -2.1673062,
          0.7236728,    6.135224 ,    9.890933 ,   12.5144825,
         13.1789   ,   12.45304  ,    6.556076 ,    2.6742997,
          6.4944315,   10.868414 ,   10.670294 ,   13.327917 ],
      dtype=float32), 4, 'sad']"
1671,"[array([-4.6098578e+02,  6.5519890e+01, -1.0105475e+01,  1.8454607e+00,
       -1.2108715e+01,  1.0670179e+01, -1.9523663e+01,  4.7021742e+00,
       -1.6469454e+01,  1.3023567e+00, -1.1813372e+01,  1.3322696e+01,
       -4.2610030e+00,  5.7758722e+00, -3.8458461e-01,  1.3007804e+00,
       -1.0618561e+01, -1.0859678e+00, -2.8660746e+00, -7.8755388e+00,
       -2.0429029e+00, -1.6458075e+00, -2.4892364e+00,  5.3396287e+00,
        1.4353293e+01,  2.0845781e+01,  1.8731380e+01,  2.0396935e+01,
        1.2696074e+01,  1.1517260e+01,  1.2814092e+01,  1.1998806e+01,
        6.7436695e+00,  1.9199182e+00,  2.2190900e+00, -7.4387145e-01,
        4.1089568e+00,  7.7210116e+00, -3.4137544e-01,  1.4811082e+00],
      dtype=float32), 5, 'angry']"
